"autriche                ";"lci-monde-2005-09-06.html                         ";"grostitre               ";"0,,3242113-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-13.html                         ";"rappel                  ";"0,,3252440-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-13.html                         ";"rappel                  ";"0,,3252761-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-14.html                         ";"grostitre               ";"0,,3253782-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-14.html                         ";"grostitre               ";"0,,3253633-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-14.html                         ";"grostitre               ";"0,,3253301-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-14.html                         ";"grostitre               ";"0,,3253106-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-14.html                         ";"rappel                  ";"0,,3252440-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-16.html                         ";"grostitre               ";"0,,3254404-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-16.html                         ";"rappel                  ";"0,,3253782-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-16.html                         ";"rappel                  ";"0,,3253633-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-17.html                         ";"rappel                  ";"0,,3253782-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-17.html                         ";"rappel                  ";"0,,3253633-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-19.html                         ";"grostitre               ";"0,,3255473-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-19.html                         ";"rappel                  ";"0,,3254404-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-20.html                         ";"grostitre               ";"0,,3255473-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-20.html                         ";"rappel                  ";"0,,3254404-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-21.html                         ";"grostitre               ";"0,,3256004-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-21.html                         ";"rappel                  ";"0,,3255473-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-21.html                         ";"rappel                  ";"0,,3254404-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-22.html                         ";"grostitre               ";"0,,3256004-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-22.html                         ";"rappel                  ";"0,,3255473-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-23.html                         ";"grostitre               ";"0,,3256021-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-23.html                         ";"grostitre               ";"0,,3256004-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-23.html                         ";"rappel                  ";"0,,3255473-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-24.html                         ";"grostitre               ";"0,,3256768-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-24.html                         ";"grostitre               ";"0,,3256538-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-24.html                         ";"rappel                  ";"0,,3256021-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-24.html                         ";"rappel                  ";"0,,3256004-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-25.html                         ";"rappel                  ";"0,,3256768-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-25.html                         ";"rappel                  ";"0,,3256538-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-26.html                         ";"rappel                  ";"0,,3256768-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-10-26.html                         ";"rappel                  ";"0,,3256538-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-11-19.html                         ";"grostitre               ";"0,,3264445-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-11-20.html                         ";"grostitre               ";"0,,3264445-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-11-21.html                         ";"grostitre               ";"0,,3264445-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-11-22.html                         ";"rappel                  ";"0,,3264445-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-11-23.html                         ";"rappel                  ";"0,,3264445-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-11-24.html                         ";"rappel                  ";"0,,3264445-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-11-25.html                         ";"rappel                  ";"0,,3264445-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-11-26.html                         ";"rappel                  ";"0,,3264445-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-12-12.html                         ";"grostitre               ";"0,,3271183-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-12-13.html                         ";"grostitre               ";"0,,3271878-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-12-13.html                         ";"grostitre               ";"0,,3271183-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-12-14.html                         ";"grostitre               ";"0,,3271878-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-12-14.html                         ";"rappel                  ";"0,,3271183-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-12-15.html                         ";"rappel                  ";"0,,3271878-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-12-15.html                         ";"rappel                  ";"0,,3271183-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2005-12-17.html                         ";"rappel                  ";"0,,3271878-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2006-01-15.html                         ";"grostitre               ";"0,,3278546-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2006-01-16.html                         ";"rappel                  ";"0,,3278546-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2006-01-17.html                         ";"rappel                  ";"0,,3278546-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2006-01-18.html                         ";"rappel                  ";"0,,3278546-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2006-01-30.html                         ";"grostitre               ";"0,,3281361-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2006-01-31.html                         ";"grostitre               ";"0,,3281361-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2006-02-01.html                         ";"grostitre               ";"0,,3281361-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2006-02-02.html                         ";"grostitre               ";"0,,3281361-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2006-02-03.html                         ";"rappel                  ";"0,,3281361-vu5wx0leiduy,00.html                                            "
"pakistan                ";"lci-monde-2006-03-02.html                         ";"grostitre               ";"0,,3287356-vu5wx0leiduy,00.html                                            "
"immigration             ";"lci-monde-2005-09-23.html                         ";"grostitre               ";"0,,3247591-vu5wx0leiduy,00.html                                            "
"immigration             ";"lci-monde-2005-09-25.html                         ";"grostitre               ";"0,,3247591-vu5wx0leiduy,00.html                                            "
"immigration             ";"lci-monde-2005-10-06.html                         ";"grostitre               ";"0,,3251588-vu5wx0leiduy,00.html                                            "
"immigration             ";"lci-monde-2005-10-07.html                         ";"grostitre               ";"0,,3251942-vu5wx0leiduy,00.html                                            "
"immigration             ";"lci-monde-2005-10-07.html                         ";"grostitre               ";"0,,3251588-vu5wx0leiduy,00.html                                            "
"immigration             ";"lci-monde-2005-10-08.html                         ";"grostitre               ";"0,,3251942-vu5wx0leiduy,00.html                                            "
"immigration             ";"lci-monde-2005-10-08.html                         ";"grostitre               ";"0,,3251588-vu5wx0leiduy,00.html                                            "
"immigration             ";"lci-monde-2005-10-09.html                         ";"grostitre               ";"0,,3251942-vu5wx0leiduy,00.html                                            "
"immigration             ";"lci-monde-2005-10-09.html                         ";"grostitre               ";"0,,3251588-vu5wx0leiduy,00.html                                            "
"immigration             ";"lci-monde-2005-10-10.html                         ";"rappel                  ";"0,,3251942-vu5wx0leiduy,00.html                                            "
"immigration             ";"lci-monde-2005-10-10.html                         ";"rappel                  ";"0,,3251588-vu5wx0leiduy,00.html                                            "
"immigration             ";"lci-monde-2005-10-11.html                         ";"rappel                  ";"0,,3251942-vu5wx0leiduy,00.html                                            "
"immigration             ";"lci-monde-2005-10-12.html                         ";"rappel                  ";"0,,3251942-vu5wx0leiduy,00.html                                            "
"immigration             ";"lci-monde-2006-01-19.html                         ";"grostitre               ";"0,,3279437-vu5wx0leiduy,00.html                                            "
"immigration             ";"lci-monde-2006-01-20.html                         ";"grostitre               ";"0,,3279437-vu5wx0leiduy,00.html                                            "
"immigration             ";"lci-monde-2006-01-21.html                         ";"rappel                  ";"0,,3279437-vu5wx0leiduy,00.html                                            "
"immigration             ";"lci-monde-2006-01-22.html                         ";"rappel                  ";"0,,3279437-vu5wx0leiduy,00.html                                            "
"ethique                 ";"lci-monde-2005-06-07.html                         ";"grostitre               ";"0,,3224284-vu5wx0leiduy,00.html                                            "
"ethique                 ";"lci-monde-2005-06-08.html                         ";"grostitre               ";"0,,3224284-vu5wx0leiduy,00.html                                            "
"ethique                 ";"lci-monde-2005-06-09.html                         ";"rappel                  ";"0,,3224284-vu5wx0leiduy,00.html                                            "
"euromed                 ";"lci-monde-2005-11-28.html                         ";"grostitre               ";"0,,3266735-vu5wx0leiduy,00.html                                            "
"euromed                 ";"lci-monde-2005-11-28.html                         ";"rappel                  ";"0,,3266491-vu5wx0leiduy,00.html                                            "
"euromed                 ";"lci-monde-2005-11-29.html                         ";"rappel                  ";"0,,3266735-vu5wx0leiduy,00.html                                            "
"euromed                 ";"lci-monde-2005-11-29.html                         ";"rappel                  ";"0,,3266491-vu5wx0leiduy,00.html                                            "
"euromed                 ";"lci-monde-2005-12-01.html                         ";"rappel                  ";"0,,3266735-vu5wx0leiduy,00.html                                            "
"information             ";"lci-monde-2006-02-16.html                         ";"grostitre               ";"0,,3284522-vu5wx0leiduy,00.html                                            "
"information             ";"lci-monde-2006-02-17.html                         ";"grostitre               ";"0,,3284522-vu5wx0leiduy,00.html                                            "
"information             ";"lci-monde-2006-02-18.html                         ";"grostitre               ";"0,,3284522-vu5wx0leiduy,00.html                                            "
"information             ";"lci-monde-2006-02-19.html                         ";"rappel                  ";"0,,3284522-vu5wx0leiduy,00.html                                            "
"information             ";"lci-monde-2006-02-20.html                         ";"rappel                  ";"0,,3284522-vu5wx0leiduy,00.html                                            "
"affaire calipari        ";"lci-monde-2005-03-08.html                         ";"grostitre               ";"0,,3206450-vu5wx0leiduy,00.html                                            "
"affaire calipari        ";"lci-monde-2005-03-10.html                         ";"grostitre               ";"0,,3206732-vu5wx0leiduy,00.html                                            "
"affaire calipari        ";"lci-monde-2005-05-06.html                         ";"rappel                  ";"0,,3217318-vu5wx0leiduy,00.html                                            "
"affaire calipari        ";"lci-monde-2005-05-07.html                         ";"rappel                  ";"0,,3217318-vu5wx0leiduy,00.html                                            "
"syrie                   ";"lci-monde-2005-03-10.html                         ";"grostitre               ";"0,,3206315-vu5wx0leiduy,00.html                                            "
"syrie                   ";"lci-monde-2005-03-11.html                         ";"rappel                  ";"0,,3206315-vu5wx0leiduy,00.html                                            "
"syrie                   ";"lci-monde-2005-03-13.html                         ";"rappel                  ";"0,,3206315-vu5wx0leiduy,00.html                                            "
"syrie                   ";"lci-monde-2005-10-12.html                         ";"grostitre               ";"0,,3253540-vu5wx0leiduy,00.html                                            "
"syrie                   ";"lci-monde-2005-10-13.html                         ";"grostitre               ";"0,,3253540-vu5wx0leiduy,00.html                                            "
"syrie                   ";"lci-monde-2005-10-14.html                         ";"grostitre               ";"0,,3253540-vu5wx0leiduy,00.html                                            "
"syrie                   ";"lci-monde-2005-10-16.html                         ";"rappel                  ";"0,,3253540-vu5wx0leiduy,00.html                                            "
"syrie                   ";"lci-monde-2005-10-17.html                         ";"rappel                  ";"0,,3253540-vu5wx0leiduy,00.html                                            "
"syrie                   ";"lci-monde-2005-10-25.html                         ";"grostitre               ";"0,,3257220-vu5wx0leiduy,00.html                                            "
"syrie                   ";"lci-monde-2005-10-26.html                         ";"rappel                  ";"0,,3257220-vu5wx0leiduy,00.html                                            "
"syrie                   ";"lci-monde-2005-10-27.html                         ";"rappel                  ";"0,,3257220-vu5wx0leiduy,00.html                                            "
"aubenas                 ";"lci-monde-2005-03-03.html                         ";"grostitre               ";"0,,3205642-vu5wx0leiduy,00.html                                            "
"aubenas                 ";"lci-monde-2005-03-03.html                         ";"rappel                  ";"0,,3205475-vu5wx0leiduy,00.html                                            "
"aubenas                 ";"lci-monde-2005-03-04.html                         ";"grostitre               ";"0,,3205642-vu5wx0leiduy,00.html                                            "
"aubenas                 ";"lci-monde-2005-03-05.html                         ";"rappel                  ";"0,,3205642-vu5wx0leiduy,00.html                                            "
"aubenas                 ";"lci-monde-2005-03-13.html                         ";"grostitre               ";"0,,3207379-vu5wx0leiduy,00.html                                            "
"aubenas                 ";"lci-monde-2005-03-14.html                         ";"grostitre               ";"0,,3207379-vu5wx0leiduy,00.html                                            "
"aubenas                 ";"lci-monde-2005-03-15.html                         ";"grostitre               ";"0,,3207379-vu5wx0leiduy,00.html                                            "
"aubenas                 ";"lci-monde-2005-03-16.html                         ";"rappel                  ";"0,,3207379-vu5wx0leiduy,00.html                                            "
"aubenas                 ";"lci-monde-2005-04-14.html                         ";"grostitre               ";"0,,3213181-vu5wx0leiduy,00.html                                            "
"aubenas                 ";"lci-monde-2005-04-15.html                         ";"rappel                  ";"0,,3213181-vu5wx0leiduy,00.html                                            "
"aubenas                 ";"lci-monde-2005-04-16.html                         ";"rappel                  ";"0,,3213181-vu5wx0leiduy,00.html                                            "
"aubenas                 ";"lci-monde-2005-04-17.html                         ";"rappel                  ";"0,,3213181-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-07-28.html                         ";"grostitre               ";"0,,3234308-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-07-29.html                         ";"grostitre               ";"0,,3234308-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-07-30.html                         ";"grostitre               ";"0,,3234308-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-07-31.html                         ";"grostitre               ";"0,,3234921-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-07-31.html                         ";"rappel                  ";"0,,3234809-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-07-31.html                         ";"rappel                  ";"0,,3234308-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-08-01.html                         ";"grostitre               ";"0,,3234921-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-08-01.html                         ";"rappel                  ";"0,,3234809-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-08-02.html                         ";"rappel                  ";"0,,3234921-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-08-03.html                         ";"rappel                  ";"0,,3234921-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-10-30.html                         ";"grostitre               ";"0,,3258672-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-10-30.html                         ";"grostitre               ";"0,,3258673-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-10-31.html                         ";"grostitre               ";"0,,3258764-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-10-31.html                         ";"rappel                  ";"0,,3258672-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-10-31.html                         ";"rappel                  ";"0,,3258673-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-11-01.html                         ";"grostitre               ";"0,,3258764-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-11-01.html                         ";"rappel                  ";"0,,3258672-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-11-01.html                         ";"rappel                  ";"0,,3258673-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-11-02.html                         ";"rappel                  ";"0,,3258764-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-11-02.html                         ";"rappel                  ";"0,,3258672-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-11-02.html                         ";"rappel                  ";"0,,3258673-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-11-03.html                         ";"rappel                  ";"0,,3258764-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-11-03.html                         ";"rappel                  ";"0,,3258672-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-11-03.html                         ";"rappel                  ";"0,,3258673-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-11-04.html                         ";"rappel                  ";"0,,3258764-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-11-05.html                         ";"rappel                  ";"0,,3258764-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2005-11-06.html                         ";"rappel                  ";"0,,3258764-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2006-01-08.html                         ";"grostitre               ";"0,,3277231-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2006-01-09.html                         ";"rappel                  ";"0,,3277231-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2006-02-20.html                         ";"grostitre               ";"0,,3285168-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2006-02-21.html                         ";"rappel                  ";"0,,3285168-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2006-02-22.html                         ";"rappel                  ";"0,,3285168-vu5wx0leiduy,00.html                                            "
"inde                    ";"lci-monde-2006-03-02.html                         ";"grostitre               ";"0,,3287361-vu5wx0leiduy,00.html                                            "
"rd congo                ";"lci-monde-2005-06-03.html                         ";"grostitre               ";"0,,3223584-vu5wx0leiduy,00.html                                            "
"rd congo                ";"lci-monde-2005-06-04.html                         ";"grostitre               ";"0,,3223584-vu5wx0leiduy,00.html                                            "
"rd congo                ";"lci-monde-2005-06-06.html                         ";"rappel                  ";"0,,3223584-vu5wx0leiduy,00.html                                            "
"diplomatie              ";"lci-monde-2005-03-21.html                         ";"rappel                  ";"0,,3208189-vu5wx0leiduy,00.html                                            "
"diplomatie              ";"lci-monde-2005-03-26.html                         ";"grostitre               ";"0,,3209751-vu5wx0leiduy,00.html                                            "
"diplomatie              ";"lci-monde-2005-03-26.html                         ";"grostitre               ";"0,,3209665-vu5wx0leiduy,00.html                                            "
"diplomatie              ";"lci-monde-2005-03-27.html                         ";"grostitre               ";"0,,3209751-vu5wx0leiduy,00.html                                            "
"diplomatie              ";"lci-monde-2005-03-27.html                         ";"rappel                  ";"0,,3209665-vu5wx0leiduy,00.html                                            "
"diplomatie              ";"lci-monde-2005-03-28.html                         ";"grostitre               ";"0,,3209911-vu5wx0leiduy,00.html                                            "
"diplomatie              ";"lci-monde-2005-03-28.html                         ";"rappel                  ";"0,,3209751-vu5wx0leiduy,00.html                                            "
"diplomatie              ";"lci-monde-2005-03-29.html                         ";"rappel                  ";"0,,3209911-vu5wx0leiduy,00.html                                            "
"diplomatie              ";"lci-monde-2005-04-12.html                         ";"grostitre               ";"0,,3212788-vu5wx0leiduy,00.html                                            "
"diplomatie              ";"lci-monde-2005-04-13.html                         ";"rappel                  ";"0,,3212788-vu5wx0leiduy,00.html                                            "
"diplomatie              ";"lci-monde-2005-04-14.html                         ";"rappel                  ";"0,,3212788-vu5wx0leiduy,00.html                                            "
"diplomatie              ";"lci-monde-2005-05-11.html                         ";"rappel                  ";"0,,3218115-vu5wx0leiduy,00.html                                            "
"diplomatie              ";"lci-monde-2005-05-12.html                         ";"rappel                  ";"0,,3218115-vu5wx0leiduy,00.html                                            "
"diplomatie              ";"lci-monde-2005-07-06.html                         ";"grostitre               ";"0,,3230129-vu5wx0leiduy,00.html                                            "
"diplomatie              ";"lci-monde-2005-07-07.html                         ";"rappel                  ";"0,,3230129-vu5wx0leiduy,00.html                                            "
"diplomatie              ";"lci-monde-2005-07-25.html                         ";"grostitre               ";"0,,3233621-vu5wx0leiduy,00.html                                            "
"diplomatie              ";"lci-monde-2005-07-27.html                         ";"grostitre               ";"0,,3233997-vu5wx0leiduy,00.html                                            "
"diplomatie              ";"lci-monde-2005-07-28.html                         ";"grostitre               ";"0,,3234137-vu5wx0leiduy,00.html                                            "
"diplomatie              ";"lci-monde-2005-07-29.html                         ";"grostitre               ";"0,,3234137-vu5wx0leiduy,00.html                                            "
"diplomatie              ";"lci-monde-2005-07-30.html                         ";"grostitre               ";"0,,3234137-vu5wx0leiduy,00.html                                            "
"diplomatie              ";"lci-monde-2005-07-31.html                         ";"rappel                  ";"0,,3234137-vu5wx0leiduy,00.html                                            "
"diplomatie              ";"lci-monde-2006-02-18.html                         ";"grostitre               ";"0,,3284858-vu5wx0leiduy,00.html                                            "
"mississippi burning     ";"lci-monde-2005-08-14.html                         ";"grostitre               ";"0,,3237314-vu5wx0leiduy,00.html                                            "
"mississippi burning     ";"lci-monde-2005-08-15.html                         ";"grostitre               ";"0,,3237314-vu5wx0leiduy,00.html                                            "
"mississippi burning     ";"lci-monde-2005-08-16.html                         ";"rappel                  ";"0,,3237314-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-03-08.html                         ";"rappel                  ";"0,,3205649-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-03-10.html                         ";"rappel                  ";"0,,3205649-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-03-18.html                         ";"rappel                  ";"0,,3207988-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-03-19.html                         ";"rappel                  ";"0,,3207988-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-03-21.html                         ";"grostitre               ";"0,,3208521-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-03-22.html                         ";"grostitre               ";"0,,3208830-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-03-23.html                         ";"grostitre               ";"0,,3209171-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-03-23.html                         ";"rappel                  ";"0,,3209062-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-03-24.html                         ";"rappel                  ";"0,,3209171-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-03-25.html                         ";"rappel                  ";"0,,3209171-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-03-26.html                         ";"rappel                  ";"0,,3209171-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-04-01.html                         ";"grostitre               ";"0,,3210638-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-04-01.html                         ";"rappel                  ";"0,,3210441-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-04-02.html                         ";"grostitre               ";"0,,3210638-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-04-02.html                         ";"rappel                  ";"0,,3210441-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-04-03.html                         ";"rappel                  ";"0,,3210638-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-04-08.html                         ";"rappel                  ";"0,,3211955-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-04-09.html                         ";"rappel                  ";"0,,3211955-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-04-10.html                         ";"rappel                  ";"0,,3211955-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-05-22.html                         ";"grostitre               ";"0,,3220659-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-05-23.html                         ";"grostitre               ";"0,,3220659-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-05-24.html                         ";"grostitre               ";"0,,3220659-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-05-25.html                         ";"rappel                  ";"0,,3220659-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-05-30.html                         ";"grostitre               ";"0,,3222533-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-05-31.html                         ";"grostitre               ";"0,,3222069-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-05-31.html                         ";"grostitre               ";"0,,3222495-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-05-31.html                         ";"grostitre               ";"0,,3222533-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-02.html                         ";"grostitre               ";"0,,3223328-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-02.html                         ";"grostitre               ";"0,,3223092-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-03.html                         ";"grostitre               ";"0,,3223428-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-03.html                         ";"grostitre               ";"0,,3222919-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-03.html                         ";"grostitre               ";"0,,3223208-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-03.html                         ";"grostitre               ";"0,,3223328-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-03.html                         ";"rappel                  ";"0,,3223092-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-04.html                         ";"grostitre               ";"0,,3223684-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-04.html                         ";"grostitre               ";"0,,3223428-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-04.html                         ";"grostitre               ";"0,,3222919-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-04.html                         ";"grostitre               ";"0,,3223208-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-04.html                         ";"grostitre               ";"0,,3223328-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-04.html                         ";"rappel                  ";"0,,3223092-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-06.html                         ";"grostitre               ";"0,,3224070-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-06.html                         ";"grostitre               ";"0,,3223684-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-06.html                         ";"rappel                  ";"0,,3223676-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-06.html                         ";"rappel                  ";"0,,3222919-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-07.html                         ";"grostitre               ";"0,,3224281-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-07.html                         ";"rappel                  ";"0,,3223684-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-07.html                         ";"rappel                  ";"0,,3223676-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-08.html                         ";"grostitre               ";"0,,3224320-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-08.html                         ";"grostitre               ";"0,,3224070-vu5wx0leiduy,00.html                                            "
